QTQ,LAO,O400000000LAO1111111
TID,AFG,Q000000000AFG1111111
DGJ,LCA,K200000000LCA1111111
UXV,PAN,G100000000PAN1111111
VAN,CHE,C300000000CHE1111111
CUV,SXM,G200000000SXM1111111
OEC,BGR,H000000000BGR1111111
QGQ,PHL,A000000000PHL1111111
YKL,PNG,H200000000PNG1111111
ZHJ,CMR,R000000000CMR1111111
OIH,UKR,Q200000000UKR1111111
SXF,BRN,C200000000BRN1111111
WUX,SXM,O200000000SXM1111111
DTJ,KHM,C300000000KHM1111111
OWX,VCT,O100000000VCT1111111
LIC,LUX,J100000000LUX1111111
CXV,MRT,O100000000MRT1111111
NFO,TLS,O200000000TLS1111111
BPR,AND,J300000000AND1111111
SYN,ABW,T000000000ABW1111111
WCQ,COM,G400000000COM1111111
DUS,AZE,S200000000AZE1111111
HUW,REU,M000000000REU1111111
NMK,LKA,T200000000LKA1111111
VUL,RUS,Q200000000RUS1111111
YPL,CHL,B300000000CHL1111111
RZT,LTU,G300000000LTU1111111
PTM,WLF,K400000000WLF1111111
OFM,GUY,T000000000GUY1111111
LWE,CHE,J000000000CHE1111111
JYU,BMU,M300000000BMU1111111
BWB,AUS,D200000000AUS1111111
CZT,ZAF,A000000000ZAF1111111
BVJ,LSO,C100000000LSO1111111
TCS,POL,I100000000POL1111111
WCT,CYM,E300000000CYM1111111
RAE,NLD,S300000000NLD1111111
VRZ,PRY,G200000000PRY1111111
AXJ,ATG,I400000000ATG1111111
GZY,VGB,J200000000VGB1111111
KKI,HKG,E200000000HKG1111111
QCQ,MMR,K200000000MMR1111111
MHL,WLF,O400000000WLF1111111
YXE,RUS,L100000000RUS1111111
ZFF,GMB,C400000000GMB1111111
CGJ,BMU,L300000000BMU1111111
OGW,PAN,M200000000PAN1111111
QEW,MDG,O200000000MDG1111111
VHP,THA,G000000000THA1111111
PRR,FRO,I400000000FRO1111111
QPC,GGY,O100000000GGY1111111
ZRR,BLZ,D100000000BLZ1111111
IQG,SLV,R400000000SLV1111111
IFS,FSM,J000000000FSM1111111
CUD,LBY,S000000000LBY1111111
KDH,PLW,T200000000PLW1111111
LXA,NER,G100000000NER1111111
GDP,LBN,F100000000LBN1111111
NGZ,DEU,Q200000000DEU1111111
TAG,GNQ,P400000000GNQ1111111
TJP,GUF,Q100000000GUF1111111
RJU,IRQ,G400000000IRQ1111111
SBH,MRT,I200000000MRT1111111
SUI,CUB,K200000000CUB1111111
EIB,THA,B300000000THA1111111
ROS,KIR,K000000000KIR1111111
WCT,UKR,H200000000UKR1111111
EJQ,BLM,B000000000BLM1111111
VKF,BGD,T400000000BGD1111111
UBD,ATF,S100000000ATF1111111
MHC,ATG,I300000000ATG1111111
TUU,LCA,H200000000LCA1111111
RFT,SRB,Q000000000SRB1111111
KAJ,GRD,H300000000GRD1111111
HMS,ZMB,N200000000ZMB1111111
AOM,PRI,H400000000PRI1111111
XUA,GLP,E300000000GLP1111111
XAT,KAZ,C000000000KAZ1111111
RJI,FIN,D100000000FIN1111111
UGJ,FRA,B000000000FRA1111111
LCP,SRB,B400000000SRB1111111
OCG,CHN,P000000000CHN1111111
TLJ,MDG,G100000000MDG1111111
MQM,BES,B300000000BES1111111
KJL,MWI,J300000000MWI1111111
OVZ,GNQ,L300000000GNQ1111111
RDY,IOT,L300000000IOT1111111
WPE,SSD,N100000000SSD1111111
GYL,MOZ,R200000000MOZ1111111
QRF,TTO,L000000000TTO1111111
ZWK,BLZ,O100000000BLZ1111111
WKL,GRC,P100000000GRC1111111
TWY,URY,M200000000URY1111111
WRM,VGB,A100000000VGB1111111
JBW,HTI,I300000000HTI1111111
OAN,PHL,J100000000PHL1111111
XZD,MHL,R400000000MHL1111111
POZ,GTM,C300000000GTM1111111
HYX,ETH,T200000000ETH1111111
RST,JEY,N300000000JEY1111111
UFP,PSE,O200000000PSE1111111
DCC,NCL,R000000000NCL1111111
UBU,PRY,A100000000PRY1111111
RXA,BDI,L300000000BDI1111111
ZDG,LVA,J400000000LVA1111111
VEF,ITA,O000000000ITA1111111
PFY,KEN,J200000000KEN1111111
ZHN,NAM,D400000000NAM1111111
AXB,TCA,S400000000TCA1111111
GAF,BTN,R100000000BTN1111111
BJJ,AGO,S200000000AGO1111111
DDU,STP,N200000000STP1111111
OSP,SLE,A000000000SLE1111111
HIJ,GHA,G300000000GHA1111111
FDM,GMB,B400000000GMB1111111
HJU,SXM,A200000000SXM1111111
JDH,IRQ,T200000000IRQ1111111
OBZ,TUN,D200000000TUN1111111
ZLH,DOM,G300000000DOM1111111
FZW,THA,A400000000THA1111111
VYZ,IRL,N200000000IRL1111111
MRX,BEL,Q100000000BEL1111111
GDT,ARG,Q400000000ARG1111111
IGH,ALB,E000000000ALB1111111
HPD,AUT,D400000000AUT1111111
LJC,MTQ,L100000000MTQ1111111
AAU,LSO,B100000000LSO1111111
PYX,MKD,A400000000MKD1111111
MHB,MNE,B400000000MNE1111111
NAG,SRB,K100000000SRB1111111
KNL,HTI,P400000000HTI1111111
SKR,FIN,K000000000FIN1111111
EWE,JOR,E300000000JOR1111111
YQU,ARG,M300000000ARG1111111
LMJ,SPM,E000000000SPM1111111
KZN,EGY,I000000000EGY1111111
VQZ,UZB,J300000000UZB1111111
XWB,RUS,T300000000RUS1111111
NON,GEO,G400000000GEO1111111
HPR,CIV,D100000000CIV1111111
UQI,GAB,K300000000GAB1111111
GHS,AND,N300000000AND1111111
RQU,SDN,I400000000SDN1111111
XLZ,CHE,O000000000CHE1111111
GDS,MMR,I000000000MMR1111111
SKZ,MTQ,N100000000MTQ1111111
NQB,KHM,N400000000KHM1111111
SSB,LKA,B200000000LKA1111111
POD,BEL,D300000000BEL1111111
YWD,AFG,H000000000AFG1111111
BRC,SLE,A200000000SLE1111111
SBF,MNE,F400000000MNE1111111
XOX,ECU,H000000000ECU1111111
YKY,ESH,P300000000ESH1111111
XSK,OMN,S300000000OMN1111111
SPK,ALA,B200000000ALA1111111
RKM,DZA,S300000000DZA1111111
ENS,NIU,J000000000NIU1111111
UIS,BHS,A400000000BHS1111111
GYR,IDN,B400000000IDN1111111
VGI,LTU,T400000000LTU1111111
DUG,BEL,G200000000BEL1111111
QRT,DJI,B000000000DJI1111111
ITO,TKL,E400000000TKL1111111
OVK,DJI,E400000000DJI1111111
ZYZ,NCL,F100000000NCL1111111
WLJ,MAC,H100000000MAC1111111
OOZ,ZAF,H100000000ZAF1111111
ZZW,MUS,I400000000MUS1111111
ISG,RUS,D000000000RUS1111111
SUZ,PHL,J300000000PHL1111111
BHP,UMI,L100000000UMI1111111
ZJW,VNM,J400000000VNM1111111
VJO,PCN,K300000000PCN1111111
UCW,CHL,J400000000CHL1111111
FGV,IRN,I200000000IRN1111111
QNC,NIU,L200000000NIU1111111
RFC,STP,H300000000STP1111111
UTZ,VIR,O400000000VIR1111111
YVV,CPV,F000000000CPV1111111
CVA,CZE,F300000000CZE1111111
QKK,LUX,A300000000LUX1111111
AJY,SRB,T000000000SRB1111111
QQW,GGY,O300000000GGY1111111
NZD,JOR,L400000000JOR1111111
HEX,MAC,A100000000MAC1111111
JCG,PRT,S200000000PRT1111111
OXU,TUV,E400000000TUV1111111
YXA,CUW,D000000000CUW1111111
NXT,COM,C300000000COM1111111
SQM,UZB,K000000000UZB1111111
NSL,TCA,H100000000TCA1111111
BKD,PRY,P400000000PRY1111111
RRZ,KNA,F100000000KNA1111111
IZB,SWZ,R400000000SWZ1111111
HES,AZE,B200000000AZE1111111
MCV,GIB,F400000000GIB1111111
XEK,SJM,O100000000SJM1111111
RPR,GUM,Q300000000GUM1111111
YFG,ATG,E000000000ATG1111111
KTP,HRV,B000000000HRV1111111
DCD,NER,O400000000NER1111111
SHA,ISR,K200000000ISR1111111
VXE,MEX,F200000000MEX1111111
KCS,GRL,K200000000GRL1111111
CJT,MSR,F100000000MSR1111111
BPA,STP,H400000000STP1111111
GWB,MUS,S000000000MUS1111111
FGT,PAK,G200000000PAK1111111
XKF,GRC,P000000000GRC1111111
IZY,BWA,L100000000BWA1111111
XSQ,SRB,D000000000SRB1111111
ISC,NZL,I300000000NZL1111111
PWR,UKR,T100000000UKR1111111
BTO,IOT,H200000000IOT1111111
URH,IRL,R000000000IRL1111111
FHP,ERI,J100000000ERI1111111
KZJ,NFK,F100000000NFK1111111
TAM,VEN,D400000000VEN1111111
FVT,VEN,K200000000VEN1111111
QZC,GGY,M100000000GGY1111111
LPF,SVN,L400000000SVN1111111
FQU,CMR,H000000000CMR1111111
MGC,NLD,H400000000NLD1111111
UQL,DOM,N000000000DOM1111111
YZP,CYP,C400000000CYP1111111
SEP,BHS,J000000000BHS1111111
IBC,BEL,T300000000BEL1111111
HCU,CHE,R200000000CHE1111111
SNE,LCA,J400000000LCA1111111
DCB,IDN,R000000000IDN1111111
VCE,NCL,D100000000NCL1111111
RHA,MKD,G400000000MKD1111111
AGF,BIH,F400000000BIH1111111
NPB,KGZ,P400000000KGZ1111111
JXP,TJK,E100000000TJK1111111
ANS,PCN,G200000000PCN1111111
VON,PLW,A200000000PLW1111111
KAC,GGY,M400000000GGY1111111
BZZ,ECU,T200000000ECU1111111
UUO,PER,I200000000PER1111111
OCK,TKL,C300000000TKL1111111
DQY,VIR,H000000000VIR1111111
OII,ZAF,Q100000000ZAF1111111
YAW,BRN,C000000000BRN1111111
HHX,AND,T100000000AND1111111
VMR,MDG,O000000000MDG1111111
GLM,IRN,Q400000000IRN1111111
RMQ,CXR,B000000000CXR1111111
AAO,ESH,J100000000ESH1111111
VVS,PRI,B100000000PRI1111111
CLQ,BHS,L200000000BHS1111111
NRT,PAN,O200000000PAN1111111
AWF,PNG,D400000000PNG1111111
OME,AGO,P200000000AGO1111111
ZWK,GBR,R400000000GBR1111111
IWP,SRB,S000000000SRB1111111
MOE,GUY,N000000000GUY1111111
IKH,MDG,H100000000MDG1111111
HWG,STP,Q000000000STP1111111
XKU,MDV,M200000000MDV1111111
YYR,AFG,O100000000AFG1111111
UXS,MLI,J200000000MLI1111111
QFV,CYP,B300000000CYP1111111
LDL,JEY,E100000000JEY1111111
UXG,PSE,S300000000PSE1111111
NDT,ISL,I100000000ISL1111111
QTU,SRB,T100000000SRB1111111
KUX,SWE,C300000000SWE1111111
LOV,BGD,K200000000BGD1111111
DKG,SOM,C100000000SOM1111111
PCS,ARE,M200000000ARE1111111
CXC,NPL,B100000000NPL1111111
DPQ,URY,K000000000URY1111111
MAD,COM,I200000000COM1111111
XNW,NCL,K200000000NCL1111111
GKI,VNM,P400000000VNM1111111
GUJ,TCD,T200000000TCD1111111
DVG,LBY,N400000000LBY1111111
SNY,KNA,G000000000KNA1111111
LXJ,MAR,H400000000MAR1111111
GLA,HKG,G100000000HKG1111111
YTL,MDG,A100000000MDG1111111
HWF,ASM,K200000000ASM1111111
DDC,VUT,C200000000VUT1111111
SPY,THA,N300000000THA1111111
NOW,MEX,I200000000MEX1111111
MII,DNK,T000000000DNK1111111
GRZ,TKL,D200000000TKL1111111
KQX,AGO,O400000000AGO1111111
VUO,CYM,J100000000CYM1111111
UIA,ECU,D400000000ECU1111111
GWY,NGA,N400000000NGA1111111
KBI,DOM,N100000000DOM1111111
OVQ,TKM,F200000000TKM1111111
JCA,RUS,B200000000RUS1111111
WQX,BGR,P100000000BGR1111111
RDD,MSR,S100000000MSR1111111
VQZ,MSR,O000000000MSR1111111
AFG,COM,B000000000COM1111111
USY,NGA,L400000000NGA1111111
XPF,CHE,L100000000CHE1111111
SRA,FSM,A300000000FSM1111111
UQX,NOR,O300000000NOR1111111
LDL,MKD,F100000000MKD1111111
UWM,LTU,A100000000LTU1111111
DSK,LAO,A000000000LAO1111111
GOE,JEY,I100000000JEY1111111
IXF,GIN,A300000000GIN1111111
RWG,CYM,N200000000CYM1111111
XSJ,GBR,G400000000GBR1111111
ORX,PRI,O300000000PRI1111111
MZP,NPL,S400000000NPL1111111
ALP,PNG,D200000000PNG1111111
PCD,RUS,T100000000RUS1111111
KWJ,NGA,C400000000NGA1111111
HUW,ATA,B100000000ATA1111111
OFN,MKD,E400000000MKD1111111
AZR,BLR,D300000000BLR1111111
TJW,LKA,E200000000LKA1111111
TNL,GNB,O300000000GNB1111111
BPX,ITA,L300000000ITA1111111
KWY,JOR,N100000000JOR1111111
XKB,CAF,R300000000CAF1111111
UEJ,CMR,F200000000CMR1111111
TXC,ECU,A300000000ECU1111111
HIG,VIR,Q200000000VIR1111111
SDB,NRU,C100000000NRU1111111
TQH,MKD,O200000000MKD1111111
QUX,MAF,J200000000MAF1111111
SBP,NOR,N100000000NOR1111111
ZAV,SDN,A200000000SDN1111111
JFX,AUS,J400000000AUS1111111
XIC,USA,M000000000USA1111111
QXO,BRA,T000000000BRA1111111
PYS,CHL,R100000000CHL1111111
LFL,KOR,E300000000KOR1111111
DQZ,REU,E400000000REU1111111
CSF,ITA,A400000000ITA1111111
XDN,THA,K200000000THA1111111
BZC,CUB,D400000000CUB1111111
QTH,ATG,F400000000ATG1111111
FBJ,GRD,O200000000GRD1111111
GKW,JAM,J200000000JAM1111111
OCB,ERI,T100000000ERI1111111
CPF,MYS,E100000000MYS1111111
CYO,NER,P100000000NER1111111
MFB,NOR,N200000000NOR1111111
BWH,AND,C000000000AND1111111
DBV,AUT,N100000000AUT1111111
HAJ,ESH,D100000000ESH1111111
AVE,BEN,B000000000BEN1111111
VIE,UGA,L400000000UGA1111111
UPM,VAT,H000000000VAT1111111
JPS,FJI,H300000000FJI1111111
PSR,SWE,B200000000SWE1111111
NYZ,WSM,H000000000WSM1111111
AJU,UKR,O300000000UKR1111111
ZMC,MKD,N300000000MKD1111111
CJQ,IRL,C200000000IRL1111111
QZM,NFK,O400000000NFK1111111
BTO,WLF,K100000000WLF1111111
YTD,CYP,M200000000CYP1111111
MNY,BEN,O300000000BEN1111111
CTA,BOL,F300000000BOL1111111
RIF,GIB,F300000000GIB1111111
JKH,KGZ,S400000000KGZ1111111
BEQ,ESP,H100000000ESP1111111
CSC,BRB,L300000000BRB1111111
OZH,OMN,T300000000OMN1111111
JII,BHR,E000000000BHR1111111
JCJ,DZA,F100000000DZA1111111
QQI,LBR,N400000000LBR1111111
SJV,MNP,R100000000MNP1111111
KZD,TUR,T200000000TUR1111111
EUA,IRL,T300000000IRL1111111
IPV,ISL,E000000000ISL1111111
FRM,UZB,R300000000UZB1111111
BNX,CIV,P200000000CIV1111111
CKM,CHN,M200000000CHN1111111
LVY,IRQ,M200000000IRQ1111111
RLX,ALB,A400000000ALB1111111
LTF,KIR,C400000000KIR1111111
XRY,PAK,B200000000PAK1111111
AFV,TKL,G100000000TKL1111111
CHH,TJK,E200000000TJK1111111
RSQ,SAU,S200000000SAU1111111
UWV,GEO,B300000000GEO1111111
FZX,VGB,R200000000VGB1111111
SKD,BWA,D100000000BWA1111111
RKL,THA,I100000000THA1111111
SHL,MAC,L300000000MAC1111111
DNW,MSR,E400000000MSR1111111
DAF,GIB,Q300000000GIB1111111
UHE,KHM,N200000000KHM1111111
NFG,GRD,C200000000GRD1111111
RPO,MUS,Q100000000MUS1111111
PFO,LBN,S300000000LBN1111111
YEO,NOR,J100000000NOR1111111
IBV,BWA,H200000000BWA1111111
EZE,AUT,P200000000AUT1111111
ZPX,CRI,D000000000CRI1111111
CFP,TCD,D300000000TCD1111111
TUL,BRB,K400000000BRB1111111
RNM,CYP,L100000000CYP1111111
TRS,ZAF,K400000000ZAF1111111
OKW,AIA,B200000000AIA1111111
GAR,BRA,D000000000BRA1111111
YMS,SHN,N300000000SHN1111111
SCH,THA,T000000000THA1111111
ZNJ,VEN,B100000000VEN1111111
ENB,MOZ,L400000000MOZ1111111
NSS,SLE,T300000000SLE1111111
GPE,CAN,N300000000CAN1111111
WEP,GIB,B200000000GIB1111111
OLE,IND,L100000000IND1111111
YFD,MDG,F200000000MDG1111111
EGL,TKM,D400000000TKM1111111
BZS,PYF,C200000000PYF1111111
IID,BLM,F300000000BLM1111111
GIR,BTN,M100000000BTN1111111
LTS,BMU,J000000000BMU1111111
OII,STP,I100000000STP1111111
WKY,SVN,P000000000SVN1111111
ISQ,MDV,C000000000MDV1111111
PBX,JAM,P000000000JAM1111111
PGA,MAR,R400000000MAR1111111
NRD,BHS,B200000000BHS1111111
HSM,MNE,J300000000MNE1111111
CAM,PLW,A300000000PLW1111111
RTY,AUT,E400000000AUT1111111
YRM,LVA,M200000000LVA1111111
UJP,TTO,D200000000TTO1111111
QYR,BLR,A200000000BLR1111111
ZXF,TWN,A300000000TWN1111111
EZM,ARE,M000000000ARE1111111
BTF,GRL,F000000000GRL1111111
HVA,BDI,F100000000BDI1111111
TLK,FIN,F100000000FIN1111111
JEJ,ARE,I100000000ARE1111111
CVL,COM,P100000000COM1111111
TUP,HND,B000000000HND1111111
DGN,BHS,C000000000BHS1111111
SBL,GHA,B300000000GHA1111111
GZD,LTU,L100000000LTU1111111
AMY,HRV,P300000000HRV1111111
KJC,MLI,C300000000MLI1111111
WXC,VNM,P200000000VNM1111111
EDU,MOZ,A400000000MOZ1111111
BOG,GUM,R300000000GUM1111111
PBM,IMN,H400000000IMN1111111
UIG,LBN,Q200000000LBN1111111
FOB,VCT,P300000000VCT1111111
FND,COD,L300000000COD1111111
DAN,MEX,H000000000MEX1111111
WLH,GRC,D300000000GRC1111111
AVN,VIR,T400000000VIR1111111
VQB,FSM,D300000000FSM1111111
SHQ,KEN,N300000000KEN1111111
EDO,LTU,S300000000LTU1111111
FMW,IOT,A000000000IOT1111111
KFW,BLZ,M400000000BLZ1111111
LXV,CYM,N400000000CYM1111111
TTO,VGB,C000000000VGB1111111
LEA,RWA,K100000000RWA1111111
GVT,GUY,J200000000GUY1111111
BBV,MOZ,B000000000MOZ1111111
YTR,ISR,L200000000ISR1111111
VUG,MEX,G100000000MEX1111111
WIP,GBR,C000000000GBR1111111
PCQ,NGA,F300000000NGA1111111
XUP,ZMB,G200000000ZMB1111111
SJS,ALA,P200000000ALA1111111
GYA,CUB,N400000000CUB1111111
AGT,NER,M200000000NER1111111
IBF,ASM,L400000000ASM1111111
IYO,SLB,H300000000SLB1111111
MOC,KOR,J200000000KOR1111111
UVG,GBR,L200000000GBR1111111
QYT,PER,M300000000PER1111111
GMF,BHR,B100000000BHR1111111
WBQ,IMN,M000000000IMN1111111
ZPN,MTQ,M100000000MTQ1111111
NKO,BLM,L200000000BLM1111111
TNR,AIA,F300000000AIA1111111
DDQ,DOM,K200000000DOM1111111
PJM,SMR,D200000000SMR1111111
QLB,CHL,Q100000000CHL1111111
OMQ,BDI,R100000000BDI1111111
NQL,TWN,T300000000TWN1111111
NHZ,HTI,D300000000HTI1111111
HYA,PRT,O400000000PRT1111111
ILW,LIE,S200000000LIE1111111
NBO,TWN,L000000000TWN1111111
NKS,MNE,D000000000MNE1111111
EGP,MHL,T400000000MHL1111111
ZZX,SSD,Q100000000SSD1111111
XSA,DNK,I000000000DNK1111111
UOL,SEN,R000000000SEN1111111
UOE,BLM,H300000000BLM1111111
MLX,BGD,A300000000BGD1111111
PZC,SHN,N200000000SHN1111111
PFV,BVT,M200000000BVT1111111
NBU,SDN,B400000000SDN1111111
CUK,BRA,S100000000BRA1111111
SXT,MAR,A300000000MAR1111111
OIR,TZA,H200000000TZA1111111
ESS,KHM,A200000000KHM1111111
RRJ,WSM,C000000000WSM1111111
JDS,SAU,S000000000SAU1111111
TGI,CAF,F000000000CAF1111111
GGH,CCK,J000000000CCK1111111
RCP,CMR,Q200000000CMR1111111
SKR,NRU,G000000000NRU1111111
AXK,AIA,J000000000AIA1111111
BYZ,RUS,A100000000RUS1111111
LTT,SLE,P300000000SLE1111111
HWR,LUX,F000000000LUX1111111
WRO,SYR,J000000000SYR1111111
RTK,KIR,O300000000KIR1111111
HUM,FJI,G400000000FJI1111111
MVL,BGD,Q100000000BGD1111111
SRN,AND,O200000000AND1111111
SKI,MAC,F000000000MAC1111111
ZQG,GRC,C400000000GRC1111111
YSD,CUB,L300000000CUB1111111
TQU,CHN,J300000000CHN1111111
QHI,MKD,D000000000MKD1111111
XLW,KGZ,E000000000KGZ1111111
ZGY,MUS,R000000000MUS1111111
VDY,SAU,J100000000SAU1111111
XTC,NGA,L000000000NGA1111111
KOY,NZL,F200000000NZL1111111
MYK,ERI,T000000000ERI1111111
QMV,TTO,A300000000TTO1111111
ZXX,MHL,F300000000MHL1111111
UHQ,FIN,B100000000FIN1111111
YKS,AUS,B000000000AUS1111111
NMP,CUB,G000000000CUB1111111
RKL,KAZ,C300000000KAZ1111111
NWP,GRC,H300000000GRC1111111
VXU,UMI,F200000000UMI1111111
SNG,NRU,M000000000NRU1111111
KTB,GHA,L100000000GHA1111111
BBD,SAU,M000000000SAU1111111
OXO,CUB,S300000000CUB1111111
HBF,ECU,H100000000ECU1111111
DVX,SSD,S200000000SSD1111111
KWW,SSD,R300000000SSD1111111
OFO,BRA,T100000000BRA1111111
YRE,PCN,G000000000PCN1111111
ZKK,JEY,B300000000JEY1111111
QOU,STP,O100000000STP1111111
NQP,CHN,Q100000000CHN1111111
ALS,GUM,E400000000GUM1111111
LUE,SDN,N100000000SDN1111111
ICX,REU,J300000000REU1111111
GUE,SRB,K000000000SRB1111111
GEB,MDA,P000000000MDA1111111
CTJ,CAF,P100000000CAF1111111
PMS,FRA,J200000000FRA1111111
PJI,CMR,C400000000CMR1111111
ZXO,PSE,Q000000000PSE1111111
SUZ,MEX,E200000000MEX1111111
BYJ,COM,O400000000COM1111111
AHH,VCT,T100000000VCT1111111
AKO,GRC,E200000000GRC1111111
GKY,CZE,E200000000CZE1111111
LBS,TUN,T400000000TUN1111111
FZT,TTO,D000000000TTO1111111
SRF,BTN,D200000000BTN1111111
VAU,MMR,H000000000MMR1111111
CYS,CXR,D300000000CXR1111111
YUO,IMN,B300000000IMN1111111
GKE,PRY,L000000000PRY1111111
SVG,JPN,O100000000JPN1111111
YYO,IDN,A400000000IDN1111111
CTV,NZL,T200000000NZL1111111
ETZ,ISR,L300000000ISR1111111
YYO,GMB,C200000000GMB1111111
SHE,TUV,E300000000TUV1111111
SEV,GRL,C200000000GRL1111111
NNP,KGZ,I300000000KGZ1111111
HKD,SVK,E300000000SVK1111111
ZQJ,BTN,T400000000BTN1111111
QWO,AND,K100000000AND1111111
OSG,SPM,M300000000SPM1111111
SJM,ESH,H200000000ESH1111111
ZPF,DEU,P400000000DEU1111111
CYF,DMA,D100000000DMA1111111
XKF,LTU,C200000000LTU1111111
YPT,ASM,H000000000ASM1111111
TIR,CRI,C400000000CRI1111111
LHA,TGO,I400000000TGO1111111
ALG,KIR,I100000000KIR1111111
CJC,SHN,J300000000SHN1111111
HME,BEN,J000000000BEN1111111
OCZ,IRL,B100000000IRL1111111
PJQ,CIV,L200000000CIV1111111
CRG,TCD,N300000000TCD1111111
HVS,BLM,F200000000BLM1111111
DIY,TUN,B300000000TUN1111111
ZBO,DZA,F000000000DZA1111111
ISU,MAF,S000000000MAF1111111
NJT,NER,K300000000NER1111111
KER,IDN,D000000000IDN1111111
DQU,ROU,G200000000ROU1111111
WZH,SRB,O400000000SRB1111111
XRK,GIN,D400000000GIN1111111
YFU,SSD,D400000000SSD1111111
MNG,CMR,N200000000CMR1111111
ETA,JEY,N400000000JEY1111111
ZUK,VGB,A200000000VGB1111111
GRF,JOR,P200000000JOR1111111
NQZ,NOR,K300000000NOR1111111
RPO,REU,G400000000REU1111111
SXU,CUW,J000000000CUW1111111
BQZ,ATA,A100000000ATA1111111
RYJ,HMD,Q000000000HMD1111111
UZF,BOL,C000000000BOL1111111
CHO,MDA,L000000000MDA1111111
QFR,SOM,F000000000SOM1111111
GIV,AFG,N100000000AFG1111111
VXZ,VEN,F200000000VEN1111111
SIB,FLK,M300000000FLK1111111
CQB,ROU,I100000000ROU1111111
NAU,MSR,I200000000MSR1111111
IJI,COM,E400000000COM1111111
YON,IRQ,K000000000IRQ1111111
MKE,ESP,E300000000ESP1111111
YRY,MYT,A200000000MYT1111111
PHX,HTI,N300000000HTI1111111
IHL,UGA,F200000000UGA1111111
ERU,PRK,D300000000PRK1111111
IXD,CYP,K300000000CYP1111111
FZG,LSO,K400000000LSO1111111
DTS,TWN,Q000000000TWN1111111
QUY,TWN,R200000000TWN1111111
HAD,LBR,O200000000LBR1111111
ZKJ,TKL,F200000000TKL1111111
PIL,GIB,G000000000GIB1111111
XLP,FJI,H400000000FJI1111111
LFI,VEN,A100000000VEN1111111
KXH,JEY,Q300000000JEY1111111
IYO,ARM,M300000000ARM1111111
JST,BLR,H300000000BLR1111111
WVZ,ATA,P400000000ATA1111111
ORM,CMR,B200000000CMR1111111
WFJ,BRA,M000000000BRA1111111
SGC,MRT,O000000000MRT1111111
MGP,PLW,L300000000PLW1111111
DVS,ESH,B200000000ESH1111111
WBU,GRD,O100000000GRD1111111
ISZ,UMI,O200000000UMI1111111
IPS,GGY,N000000000GGY1111111
NQB,LVA,K400000000LVA1111111
WML,CAF,G300000000CAF1111111
BPS,IRN,D100000000IRN1111111
SBN,BDI,F200000000BDI1111111
AAB,AIA,G200000000AIA1111111
DLH,CUW,I100000000CUW1111111
CZO,ESP,B300000000ESP1111111
MRF,SOM,I000000000SOM1111111
PAQ,SDN,L400000000SDN1111111
EHX,HRV,K100000000HRV1111111
EQA,WSM,K200000000WSM1111111
XUJ,JEY,T000000000JEY1111111
MRM,MLT,S200000000MLT1111111
VRE,GRD,R200000000GRD1111111
MJM,CRI,E300000000CRI1111111
DFI,TTO,Q200000000TTO1111111
EPF,ABW,I100000000ABW1111111
RWO,PCN,F200000000PCN1111111
KFW,NCL,Q100000000NCL1111111
SJN,TJK,G400000000TJK1111111
STH,FLK,A200000000FLK1111111
LKW,GIB,E200000000GIB1111111
BRM,PER,A300000000PER1111111
ZJR,SMR,N200000000SMR1111111
VRQ,TGO,D200000000TGO1111111
CBW,LBN,B100000000LBN1111111
GDY,TON,N200000000TON1111111
BCE,DJI,O400000000DJI1111111
PJE,CPV,H300000000CPV1111111
IZU,WLF,A400000000WLF1111111
CEB,GRL,M100000000GRL1111111
WIY,ARM,O400000000ARM1111111
VNA,COG,B400000000COG1111111
SLG,TKL,J200000000TKL1111111
DZU,VUT,P000000000VUT1111111
MTB,HKG,E000000000HKG1111111
PQQ,VIR,N300000000VIR1111111
FDA,BES,I300000000BES1111111
YBK,SUR,E300000000SUR1111111
LCC,VGB,P400000000VGB1111111
GSI,BEN,S400000000BEN1111111
CPJ,SJM,P200000000SJM1111111
GMR,NPL,T200000000NPL1111111
IYZ,HTI,K000000000HTI1111111
WGI,TCA,C100000000TCA1111111
HQY,ARE,K400000000ARE1111111
RTP,GUF,D100000000GUF1111111
RBG,GGY,K400000000GGY1111111
MID,JEY,H100000000JEY1111111
CTG,IND,D400000000IND1111111
BSH,CPV,B400000000CPV1111111
EBZ,FLK,T200000000FLK1111111
SAV,HMD,C100000000HMD1111111
IKK,SMR,T400000000SMR1111111
RYS,GUY,D100000000GUY1111111
LBC,LAO,J000000000LAO1111111
AXT,AUT,F000000000AUT1111111
VMW,DJI,I200000000DJI1111111
JMC,ARM,B100000000ARM1111111
VHF,PCN,A400000000PCN1111111
NWD,GIN,E000000000GIN1111111
JGW,IRQ,L300000000IRQ1111111
BOW,SLE,C200000000SLE1111111
SIH,CHN,C000000000CHN1111111
HSA,MOZ,J000000000MOZ1111111
HGY,AGO,L300000000AGO1111111
RVD,JEY,T200000000JEY1111111
FKT,HUN,B100000000HUN1111111
BCV,KWT,I300000000KWT1111111
AMT,ZMB,O100000000ZMB1111111
CZQ,TON,F100000000TON1111111
BEW,HUN,O100000000HUN1111111
EQZ,FSM,E000000000FSM1111111
NPW,SEN,I000000000SEN1111111
OIS,EGY,E400000000EGY1111111
YAS,GHA,O200000000GHA1111111
NAT,CCK,N100000000CCK1111111
